"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 16:07:18 CET 2022","Mon Dec 12 16:07:30 CET 2022","12074","","Inbox functionality testing","","Inbox functionality testing","#13 Unread message count is not present on Inbox navigation bar icon if no messages","#13 Unread message count is not present on Inbox navigation bar icon if no messages",""
"passed","Mon Dec 12 16:05:24 CET 2022","Mon Dec 12 16:05:32 CET 2022","7737","","Log In","","Log In","#12 Players inputs into the password field should be masked by default.","#12 Players inputs into the password field should be masked by default.",""
"passed","Mon Dec 12 16:16:10 CET 2022","Mon Dec 12 16:16:20 CET 2022","10072","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#10 Player can choose 2 years option for 'Self Exclusion' and this option should be selected.","#10 Player can choose 2 years option for 'Self Exclusion' and this option should be selected.",""
"passed","Mon Dec 12 16:14:09 CET 2022","Mon Dec 12 16:14:25 CET 2022","16402","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#1 Player can select the 'Self Exclusion' menu item and is displayed the Self Exclusion modal.","#1 Player can select the 'Self Exclusion' menu item and is displayed the Self Exclusion modal.",""
"passed","Mon Dec 12 16:05:42 CET 2022","Mon Dec 12 16:05:56 CET 2022","14745","","Deep Link -> Play Reminders","","Deep Link -> Play Reminders","#2 Deep link to play reminders open login when not logged in before play reminders","#2 Deep link to play reminders open login when not logged in before play reminders",""
"passed","Mon Dec 12 16:08:16 CET 2022","Mon Dec 12 16:08:32 CET 2022","16034","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#5 Player can edit their preferences and select just the email toggle, which upon saving updates the account area accordingly","#5 Player can edit their preferences and select just the email toggle, which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:04:05 CET 2022","Mon Dec 12 16:04:29 CET 2022","24110","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#1 User can come to the Be Gamble Aware page from Responsible Gambling page","#1 User can come to the Be Gamble Aware page from Responsible Gambling page",""
"failed","Mon Dec 12 16:19:27 CET 2022","Mon Dec 12 16:19:28 CET 2022","1081","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#46 User clicks button CLAIM for already CLAIMED bonus, successfully login and can see drawer ""This promotion is unavailable"".","#46 User clicks button CLAIM for already CLAIMED bonus, successfully login and can see drawer ""This promotion is unavailable"".",""
"passed","Mon Dec 12 16:19:06 CET 2022","Mon Dec 12 16:19:07 CET 2022","865","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#32 Promo title of promotion card is displayed for not login user.","#32 Promo title of promotion card is displayed for not login user.",""
"passed","Mon Dec 12 16:04:26 CET 2022","Mon Dec 12 16:04:37 CET 2022","11135","","Logout","","Logout","#02 Player is logged out of site if clearing there cookies.","#02 Player is logged out of site if clearing there cookies.",""
"passed","Mon Dec 12 16:08:17 CET 2022","Mon Dec 12 16:08:25 CET 2022","8184","","Registration > Step 1","","Registration > Step 1","#04 User can select the 'Recover' button on the 'Account already exists' drawer and is displayed the Recover Password form.","#04 User can select the 'Recover' button on the 'Account already exists' drawer and is displayed the Recover Password form.",""
"failed","Mon Dec 12 16:17:07 CET 2022","Mon Dec 12 16:17:19 CET 2022","11935","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#19 Player can open 'History' modal.","#19 Player can open 'History' modal.",""
"passed","Mon Dec 12 16:09:09 CET 2022","Mon Dec 12 16:09:20 CET 2022","10424","","Registration > Step 3","","Registration > Step 3","#05 City field is a mandatory field.","#05 City field is a mandatory field.",""
"failed","Mon Dec 12 16:14:42 CET 2022","Mon Dec 12 16:15:03 CET 2022","20699","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#3 Player can press 'Back' button of the 'Self Exclusion' modal and should return to previous step.","#3 Player can press 'Back' button of the 'Self Exclusion' modal and should return to previous step.",""
"passed","Mon Dec 12 16:08:05 CET 2022","Mon Dec 12 16:08:20 CET 2022","14961","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#10 User can successfully set a monthly loss limit if not already set ","#10 User can successfully set a monthly loss limit if not already set ",""
"passed","Mon Dec 12 16:08:22 CET 2022","Mon Dec 12 16:08:29 CET 2022","6935","","Recover Password","","Recover Password","#04 Player can select the 'Cancel and Back To Login' link and is displayed the login section.","#04 Player can select the 'Cancel and Back To Login' link and is displayed the login section.",""
"passed","Mon Dec 12 16:08:44 CET 2022","Mon Dec 12 16:08:47 CET 2022","3664","","Registration > Step 1","","Registration > Step 1","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.","#11 User can successfully enter email address with a combination of valid symbols, numbers and letters.",""
"passed","Mon Dec 12 16:14:18 CET 2022","Mon Dec 12 16:14:24 CET 2022","6602","","Home => Terms & Conditions","","Home => Terms & Conditions","#3 User can come to the Gambling commission page from terms and conditions page","#3 User can come to the Gambling commission page from terms and conditions page",""
"passed","Mon Dec 12 16:06:16 CET 2022","Mon Dec 12 16:06:37 CET 2022","20300","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#2 Player can close the 'Time Limit' modal.","#2 Player can close the 'Time Limit' modal.",""
"passed","Mon Dec 12 16:05:04 CET 2022","Mon Dec 12 16:05:11 CET 2022","6408","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#3 User clicks on ""Be Aware Gambling"" image at Shop Welcome page","#3 User clicks on ""Be Aware Gambling"" image at Shop Welcome page",""
"failed","Mon Dec 12 16:16:44 CET 2022","Mon Dec 12 16:16:52 CET 2022","8120","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#15 Player can successfully change Deposit Limit with a decimal value and receive a success toast on submitting the new amount.","#15 Player can successfully change Deposit Limit with a decimal value and receive a success toast on submitting the new amount.",""
"passed","Mon Dec 12 16:03:59 CET 2022","Mon Dec 12 16:04:02 CET 2022","2318","","Footer functionality testing","","Footer functionality testing","#3 Player can see partners logos","#3 Player can see partners logos",""
"passed","Mon Dec 12 16:17:26 CET 2022","Mon Dec 12 16:17:38 CET 2022","11869","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#19 User can click DEPOSIT CTA for deposit bonus and open deposit bonus modal with displaying all sections.","#19 User can click DEPOSIT CTA for deposit bonus and open deposit bonus modal with displaying all sections.",""
"passed","Mon Dec 12 16:06:49 CET 2022","Mon Dec 12 16:07:09 CET 2022","20134","","My Profile > Contact Details","","My Profile > Contact Details","#03-A Player can select to edit their telephone number and cancel out of the modal.","#03-A Player can select to edit their telephone number and cancel out of the modal.",""
"passed","Mon Dec 12 16:07:30 CET 2022","Mon Dec 12 16:07:41 CET 2022","10802","","Inbox functionality testing","","Inbox functionality testing","#14 Unread message count is not present on Inbox navigation bar icon if player has no unread messages","#14 Unread message count is not present on Inbox navigation bar icon if player has no unread messages",""
"passed","Mon Dec 12 16:16:32 CET 2022","Mon Dec 12 16:16:46 CET 2022","13297","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#15 Player should be able to show/hide their inputs into the password fields.","#15 Player should be able to show/hide their inputs into the password fields.",""
"passed","Mon Dec 12 16:05:47 CET 2022","Mon Dec 12 16:06:02 CET 2022","15362","","Deep Link -> Edit Phone","","Deep Link -> Edit Phone","#2 Deep link to change password open login when not logged in before change password","#2 Deep link to change password open login when not logged in before change password",""
"passed","Mon Dec 12 16:14:15 CET 2022","Mon Dec 12 16:14:16 CET 2022","1530","","Expired Link Error","","Expired Link Error","#5 User can click on Login button and see Login page. ","#5 User can click on Login button and see Login page. ",""
"passed","Mon Dec 12 16:15:39 CET 2022","Mon Dec 12 16:15:42 CET 2022","3025","","Home => Terms & Conditions","","Home => Terms & Conditions","#22 User can see the Promotions section on terms and conditions page","#22 User can see the Promotions section on terms and conditions page",""
"passed","Mon Dec 12 16:03:53 CET 2022","Mon Dec 12 16:04:05 CET 2022","11669","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#0 User can come to the Responsible Gambling page","#0 User can come to the Responsible Gambling page",""
"passed","Mon Dec 12 16:05:41 CET 2022","Mon Dec 12 16:05:50 CET 2022","9426","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#6 After clicking on the link from 'Introduction to Eyas Gaming', the user should see the page  https://www.eyasgaming.com/.","#6 After clicking on the link from 'Introduction to Eyas Gaming', the user should see the page  https://www.eyasgaming.com/.",""
"passed","Mon Dec 12 16:04:19 CET 2022","Mon Dec 12 16:04:26 CET 2022","6735","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#4 User clicks on ""Be Aware Gambling"" link at Welcome Offer page","#4 User clicks on ""Be Aware Gambling"" link at Welcome Offer page",""
"passed","Mon Dec 12 16:04:28 CET 2022","Mon Dec 12 16:04:37 CET 2022","8905","","Log In","","Log In","#02 Email Address is a mandatory field.","#02 Email Address is a mandatory field.",""
"passed","Mon Dec 12 16:07:53 CET 2022","Mon Dec 12 16:08:14 CET 2022","21211","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#7 Player can successfully edit their 'Time Limit'.","#7 Player can successfully edit their 'Time Limit'.",""
"passed","Mon Dec 12 16:09:09 CET 2022","Mon Dec 12 16:09:13 CET 2022","3524","","Registration > Step 2","","Registration > Step 2","#14 User cannot enter invalid characters into the date of birth field.","#14 User cannot enter invalid characters into the date of birth field.",""
"failed","Mon Dec 12 16:14:26 CET 2022","Mon Dec 12 16:14:33 CET 2022","6731","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#2 Player can cancel out of the Change Password modal.","#2 Player can cancel out of the Change Password modal.",""
"failed","Mon Dec 12 16:19:16 CET 2022","Mon Dec 12 16:19:17 CET 2022","1068","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#41 Login form appears after press DEPOSIT CTA for DEPOSIT bonus of unauthenticated user.","#41 Login form appears after press DEPOSIT CTA for DEPOSIT bonus of unauthenticated user.",""
"passed","Mon Dec 12 16:04:34 CET 2022","Mon Dec 12 16:04:37 CET 2022","3262","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#6 User can click on the WELCOME BONUS FULL TERMS AND CONDITIONS","#6 User can click on the WELCOME BONUS FULL TERMS AND CONDITIONS",""
"passed","Mon Dec 12 16:17:19 CET 2022","Mon Dec 12 16:17:28 CET 2022","9235","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#16 Player can continue with chosen 5 years option to 'Self Exclusion' and confirming modal should display.","#16 Player can continue with chosen 5 years option to 'Self Exclusion' and confirming modal should display.",""
"passed","Mon Dec 12 16:19:29 CET 2022","Mon Dec 12 16:19:33 CET 2022","3877","","Promotions functionality testing. Bonus details testing.","","Promotions functionality testing. Bonus details testing.","#48 Bonus balance category is not displayed for not logged in user.","#48 Bonus balance category is not displayed for not logged in user.",""
"passed","Mon Dec 12 16:07:09 CET 2022","Mon Dec 12 16:07:27 CET 2022","18180","","My Profile > Contact Details","","My Profile > Contact Details","#03-B Player can select to edit their telephone number and close the modal to cancel out of the process.","#03-B Player can select to edit their telephone number and close the modal to cancel out of the process.",""
"skipped","Mon Dec 12 16:16:52 CET 2022","Mon Dec 12 16:16:52 CET 2022","0","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#17 Player cannot set Deposit Limit higher than the maximum amount.","#17 Player cannot set Deposit Limit higher than the maximum amount.",""
"failed","Mon Dec 12 16:19:03 CET 2022","Mon Dec 12 16:19:04 CET 2022","1278","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#29 Promotions are displayed in correct order for unauthenticated user","#29 Promotions are displayed in correct order for unauthenticated user",""
"failed","Mon Dec 12 16:15:03 CET 2022","Mon Dec 12 16:15:16 CET 2022","13647","","Slots page","","Slots page","#15 User logged in hover the game card  and click on CTA ""INFO"" and go to INFO page and click on ""PLAY NOW"" and see game page","#15 User logged in hover the game card  and click on CTA ""INFO"" and go to INFO page and click on ""PLAY NOW"" and see game page",""
"passed","Mon Dec 12 16:15:27 CET 2022","Mon Dec 12 16:15:39 CET 2022","12145","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#8 New password must contain a number.","#8 New password must contain a number.",""
"failed","Mon Dec 12 16:14:44 CET 2022","Mon Dec 12 16:14:59 CET 2022","14748","","UnsubscribePage","","UnsubscribePage","#4 User can check ‘Other’ radio button and the text input will be displayed","#4 User can check ‘Other’ radio button and the text input will be displayed",""
"passed","Mon Dec 12 16:16:40 CET 2022","Mon Dec 12 16:16:50 CET 2022","9962","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#13 Player can continue with chosen 12 months option to 'Self Exclusion' and confirming modal should display.","#13 Player can continue with chosen 12 months option to 'Self Exclusion' and confirming modal should display.",""
"passed","Mon Dec 12 16:15:13 CET 2022","Mon Dec 12 16:15:16 CET 2022","2966","","Home => Terms & Conditions","","Home => Terms & Conditions","#13 User can see the Other Important Terms section on terms and conditions page","#13 User can see the Other Important Terms section on terms and conditions page",""
"passed","Mon Dec 12 16:09:29 CET 2022","Mon Dec 12 16:09:41 CET 2022","11622","","Registration > Step 3","","Registration > Step 3","#07 User cannot enter invalid characters into the Address Line 1 field.","#07 User cannot enter invalid characters into the Address Line 1 field.",""
"passed","Mon Dec 12 16:03:44 CET 2022","Mon Dec 12 16:03:52 CET 2022","7928","","Service unavailable","","Service unavailable","#0 User come to the Error 500 page, when service is unavailable","#0 User come to the Error 500 page, when service is unavailable",""
"passed","Mon Dec 12 16:09:03 CET 2022","Mon Dec 12 16:09:16 CET 2022","12642","","Registration > Step 4","","Registration > Step 4","#06 User can opt in to receive Post marketing preferences.","#06 User can opt in to receive Post marketing preferences.",""
"passed","Mon Dec 12 16:07:41 CET 2022","Mon Dec 12 16:07:52 CET 2022","11283","","Inbox functionality testing","","Inbox functionality testing","#15 Player is presented with an Empty Inbox image if the Inbox is empty (rather than a heading & message list)","#15 Player is presented with an Empty Inbox image if the Inbox is empty (rather than a heading & message list)",""
"passed","Mon Dec 12 16:17:16 CET 2022","Mon Dec 12 16:17:26 CET 2022","9371","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#18 User can close confirmation message, return to the calling page and bonus has been claimed.","#18 User can close confirmation message, return to the calling page and bonus has been claimed.",""
"passed","Mon Dec 12 16:04:26 CET 2022","Mon Dec 12 16:04:34 CET 2022","7958","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#5 User try to click on PLAY CTA of Popular game at Welcome Offer page","#5 User try to click on PLAY CTA of Popular game at Welcome Offer page",""
"passed","Mon Dec 12 16:04:56 CET 2022","Mon Dec 12 16:05:04 CET 2022","8035","","Log In","","Log In","#05 Player can close the login modal.","#05 Player can close the login modal.",""
"passed","Mon Dec 12 16:07:18 CET 2022","Mon Dec 12 16:07:33 CET 2022","15153","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ","#7 User can open the Loss Limits Delete modal on edit icon click and click on edit icon in the input field ",""
"passed","Mon Dec 12 16:15:25 CET 2022","Mon Dec 12 16:15:28 CET 2022","2958","","Home => Terms & Conditions","","Home => Terms & Conditions","#17 User can see the Errors, Interruptions and Malfunctions section on terms and conditions page","#17 User can see the Errors, Interruptions and Malfunctions section on terms and conditions page",""
"passed","Mon Dec 12 16:14:18 CET 2022","Mon Dec 12 16:14:28 CET 2022","10453","","UnsubscribePage","","UnsubscribePage","#2 User can click on ‘I’ve changed my mind’ button and go to home page.","#2 User can click on ‘I’ve changed my mind’ button and go to home page.",""
"passed","Mon Dec 12 16:16:04 CET 2022","Mon Dec 12 16:16:15 CET 2022","11321","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#12 All main sections for card are displayed for CLAIM bonus.","#12 All main sections for card are displayed for CLAIM bonus.",""
"passed","Mon Dec 12 16:10:01 CET 2022","Mon Dec 12 16:10:19 CET 2022","17275","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#11 Player can uneselect just text preferences using the text toggle (text already toggled on), which upon saving updates the account area accordingly","#11 Player can uneselect just text preferences using the text toggle (text already toggled on), which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:09:17 CET 2022","Mon Dec 12 16:09:32 CET 2022","14873","","Spin Zone functionality testing","","Spin Zone functionality testing","#1 Player can see Menu button in the top left of the screen","#1 Player can see Menu button in the top left of the screen",""
"passed","Mon Dec 12 16:07:13 CET 2022","Mon Dec 12 16:07:32 CET 2022","18381","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#5 Player can select a time limit from the drop down menu.","#5 Player can select a time limit from the drop down menu.",""
"passed","Mon Dec 12 16:10:17 CET 2022","Mon Dec 12 16:10:24 CET 2022","7100","","Registration > Step 3","","Registration > Step 3","#12 User can select a Country Code from the dropdown menu.","#12 User can select a Country Code from the dropdown menu.",""
"passed","Mon Dec 12 16:09:25 CET 2022","Mon Dec 12 16:09:37 CET 2022","12105","","Registration > Step 4","","Registration > Step 4","#08 User can overwrite Select All option and de-select a preference.","#08 User can overwrite Select All option and de-select a preference.",""
"passed","Mon Dec 12 16:04:55 CET 2022","Mon Dec 12 16:04:59 CET 2022","4068","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#1 User come to the Shop Welcome page ","#1 User come to the Shop Welcome page ",""
"passed","Mon Dec 12 16:14:53 CET 2022","Mon Dec 12 16:15:06 CET 2022","12620","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#5 Player cannot submit the Change Password form with blank details.","#5 Player cannot submit the Change Password form with blank details.",""
"passed","Mon Dec 12 16:08:41 CET 2022","Mon Dec 12 16:08:44 CET 2022","2642","","Registration > Step 1","","Registration > Step 1","#08 User can not enter an invaild email address (space in email).","#08 User can not enter an invaild email address (space in email).",""
"passed","Mon Dec 12 16:08:09 CET 2022","Mon Dec 12 16:08:12 CET 2022","2515","","Registration > Step 1","","Registration > Step 1","#02 Email Address is a mandatory field.","#02 Email Address is a mandatory field.",""
"passed","Mon Dec 12 16:14:04 CET 2022","Mon Dec 12 16:14:12 CET 2022","7506","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#1 Featured Promotions and Promotions section are displayed.","#1 Featured Promotions and Promotions section are displayed.",""
"passed","Mon Dec 12 16:17:27 CET 2022","Mon Dec 12 16:17:42 CET 2022","15116","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#13 Player can choose to view the 'Self Exclusion' service from the 'Take A Break' modal.","#13 Player can choose to view the 'Self Exclusion' service from the 'Take A Break' modal.",""
"passed","Mon Dec 12 16:09:51 CET 2022","Mon Dec 12 16:10:01 CET 2022","10043","","Registration > Step 3","","Registration > Step 3","#09 User cannot enter invalid characters into the City field.","#09 User cannot enter invalid characters into the City field.",""
"passed","Mon Dec 12 16:08:50 CET 2022","Mon Dec 12 16:08:55 CET 2022","4497","","Registration > Step 2","","Registration > Step 2","#08 User cannot enter invalid characters into step 2 name input fields.","#08 User cannot enter invalid characters into step 2 name input fields.",""
"failed","Mon Dec 12 16:14:34 CET 2022","Mon Dec 12 16:14:46 CET 2022","11868","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#3 Player can close the Deposit Limits modal.","#3 Player can close the Deposit Limits modal.",""
"passed","Mon Dec 12 16:10:11 CET 2022","Mon Dec 12 16:10:27 CET 2022","15974","","Spin Zone functionality testing","","Spin Zone functionality testing","#4 Player can see total withdrawable cash balance","#4 Player can see total withdrawable cash balance",""
"passed","Mon Dec 12 16:08:46 CET 2022","Mon Dec 12 16:09:03 CET 2022","16895","","Registration > Step 4","","Registration > Step 4","#02 User can navigate back to the previous step.","#02 User can navigate back to the previous step.",""
"passed","Mon Dec 12 16:14:58 CET 2022","Mon Dec 12 16:15:02 CET 2022","4287","","Home => Terms & Conditions","","Home => Terms & Conditions","#9 User can see Introduction section on terms and conditions page","#9 User can see Introduction section on terms and conditions page",""
"failed","Mon Dec 12 16:14:46 CET 2022","Mon Dec 12 16:15:06 CET 2022","19347","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#4 Player can cancel out of the Deposit Limits modal.","#4 Player can cancel out of the Deposit Limits modal.",""
"passed","Mon Dec 12 16:16:35 CET 2022","Mon Dec 12 16:16:46 CET 2022","10937","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#15 User can press Back CTA for More Info page and be taken to the list of promotions.","#15 User can press Back CTA for More Info page and be taken to the list of promotions.",""
"passed","Mon Dec 12 16:15:51 CET 2022","Mon Dec 12 16:16:02 CET 2022","11173","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#10 New password must contain a combination of upper and lower case letters (all lower case).","#10 New password must contain a combination of upper and lower case letters (all lower case).",""
"passed","Mon Dec 12 16:04:37 CET 2022","Mon Dec 12 16:04:46 CET 2022","8995","","Log In","","Log In","#03 Password field is a mandatory field.","#03 Password field is a mandatory field.",""
"passed","Mon Dec 12 16:08:32 CET 2022","Mon Dec 12 16:08:38 CET 2022","5687","","Registration > Step 1","","Registration > Step 1","#06 User can not register with an email address that already exists.","#06 User can not register with an email address that already exists.",""
"passed","Mon Dec 12 16:08:48 CET 2022","Mon Dec 12 16:09:05 CET 2022","17091","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#7 Player can edit their preferences and select just the Post toggle, which upon saving updates the account area accordingly","#7 Player can edit their preferences and select just the Post toggle, which upon saving updates the account area accordingly",""
"skipped","Mon Dec 12 16:16:44 CET 2022","Mon Dec 12 16:16:44 CET 2022","0","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#14 Player can successfully set Deposit Limit to the minimum allowed value and will receive a success toast on submitting the new amount.","#14 Player can successfully set Deposit Limit to the minimum allowed value and will receive a success toast on submitting the new amount.",""
"passed","Mon Dec 12 16:08:03 CET 2022","Mon Dec 12 16:08:09 CET 2022","6400","","Registration > Step 1","","Registration > Step 1","#01.1 User can leave the registration process by clicking the Home link and click 'Yes I want to leave'.","#01.1 User can leave the registration process by clicking the Home link and click 'Yes I want to leave'.",""
"passed","Mon Dec 12 16:03:54 CET 2022","Mon Dec 12 16:03:58 CET 2022","4516","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#1 User come to the Welcome Offer page ","#1 User come to the Welcome Offer page ",""
"passed","Mon Dec 12 16:10:19 CET 2022","Mon Dec 12 16:10:36 CET 2022","17406","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#12 Player can uneselect just phone preferences using the phone toggle (phone already toggled on), which upon saving updates the account area accordingly","#12 Player can uneselect just phone preferences using the phone toggle (phone already toggled on), which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:05:02 CET 2022","Mon Dec 12 16:05:06 CET 2022","4087","","Live Casino","","Live Casino","#14 All available categories will be displayed and user click/taps on category then user go to the category.","#14 All available categories will be displayed and user click/taps on category then user go to the category.",""
"passed","Mon Dec 12 16:14:12 CET 2022","Mon Dec 12 16:14:15 CET 2022","2538","","Expired Link Error","","Expired Link Error","#4 User can click on Join button and see Register page. ","#4 User can click on Join button and see Register page. ",""
"passed","Mon Dec 12 16:05:47 CET 2022","Mon Dec 12 16:06:06 CET 2022","19143","","Log In","","Log In","#15 Player can successfully Log In when entering valid details.","#15 Player can successfully Log In when entering valid details.",""
"passed","Mon Dec 12 16:13:55 CET 2022","Mon Dec 12 16:13:59 CET 2022","4938","","Slots page","","Slots page","#1 User can navigates to the slots page and all elements are persisted on the page","#1 User can navigates to the slots page and all elements are persisted on the page",""
"passed","Mon Dec 12 16:08:55 CET 2022","Mon Dec 12 16:08:58 CET 2022","2906","","Registration > Step 1","","Registration > Step 1","#28 User can enter valid details on Step 1 and progress to Step 2 of the registration process.","#28 User can enter valid details on Step 1 and progress to Step 2 of the registration process.",""
"passed","Mon Dec 12 16:04:02 CET 2022","Mon Dec 12 16:05:11 CET 2022","69036","","Footer functionality testing","","Footer functionality testing","#4 Player can see safer gambling logos","#4 Player can see safer gambling logos",""
"passed","Mon Dec 12 16:08:32 CET 2022","Mon Dec 12 16:08:48 CET 2022","16313","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#6 Player can edit their preferences and select just the Text toggle, which upon saving updates the account area accordingly","#6 Player can edit their preferences and select just the Text toggle, which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:06:46 CET 2022","Mon Dec 12 16:07:06 CET 2022","19607","","Inbox functionality testing","","Inbox functionality testing","#11 Player can delete a message using the message options, removing it from the list","#11 Player can delete a message using the message options, removing it from the list",""
"passed","Mon Dec 12 16:07:58 CET 2022","Mon Dec 12 16:08:16 CET 2022","18333","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#4 Player can edit their preferences and toggle all preferences with the select all toggle, which upon saving updates the account area","#4 Player can edit their preferences and toggle all preferences with the select all toggle, which upon saving updates the account area",""
"passed","Mon Dec 12 16:11:01 CET 2022","Mon Dec 12 16:11:13 CET 2022","12629","","Spin Zone functionality testing","","Spin Zone functionality testing","#7 Player can see recently played games","#7 Player can see recently played games",""
"passed","Mon Dec 12 16:17:05 CET 2022","Mon Dec 12 16:17:16 CET 2022","11576","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#17 User can opt in bonus and get modal with all sections, click on the primary CTA and procceds with the journey","#17 User can opt in bonus and get modal with all sections, click on the primary CTA and procceds with the journey",""
"passed","Mon Dec 12 16:14:54 CET 2022","Mon Dec 12 16:15:08 CET 2022","13884","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#6 Active promotion is excluded from the featured section.","#6 Active promotion is excluded from the featured section.",""
"passed","Mon Dec 12 16:08:23 CET 2022","Mon Dec 12 16:08:28 CET 2022","4989","","Registration > Step 2","","Registration > Step 2","#01 User is displayed the correct content and input fields for Step 2.","#01 User is displayed the correct content and input fields for Step 2.",""
"passed","Mon Dec 12 16:06:55 CET 2022","Mon Dec 12 16:07:05 CET 2022","9916","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#12 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email","#12 The user can use to contact for DPO regarding any data protection issue dpo@merkurslots.com email",""
"passed","Mon Dec 12 16:06:24 CET 2022","Mon Dec 12 16:06:37 CET 2022","12712","","My Profile > Personal Details","","My Profile > Personal Details","#01 Player can view their personal details.","#01 Player can view their personal details.",""
"passed","Mon Dec 12 16:08:29 CET 2022","Mon Dec 12 16:08:38 CET 2022","8958","","Recover Password","","Recover Password","#05 Player receives 'Sent' success feedback on submitting a valid email address.","#05 Player receives 'Sent' success feedback on submitting a valid email address.",""
"passed","Mon Dec 12 16:03:58 CET 2022","Mon Dec 12 16:04:01 CET 2022","2952","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#2 User try to Join at Welcome Offer page","#2 User try to Join at Welcome Offer page",""
